query_id,query,method,rank,doc_id,title,topic,source,url,score,query_processed,expanded_query,expansion_terms
Q8,dịch bệnh covid 19,TF-IDF,9,154047,Cập nhật số ca nhiễm Covid-19 hôm nay mới nhất trên VnExpress,,vnexpress,https://vnexpress.net/covid-19/covid-19-viet-nam,0.27201348543167114,dịch_bệnh covid 19,,
Q8,dịch bệnh covid 19,TF-IDF,10,85751,Gia đình người Mỹ rời Thượng Hải sau 16 năm sinh sống do Covid-19,,zingnews,https://zingnews.vn/video-gia-dinh-nguoi-my-roi-thuong-hai-sau-16-nam-sinh-song-do-covid-19-post1333802.html,0.2715602219104767,dịch_bệnh covid 19,,
Q9,đội tuyển Việt Nam bóng đá,TF-IDF,1,106239,Lịch thi đấu của đội tuyển nữ Việt Nam tại Giải bóng đá nữ vô địch Đông Nam Á 2022,Lịch thi đấu bóng đá,baoquocte,https://baoquocte.vn/lich-thi-dau-cua-doi-tuyen-nu-viet-nam-tai-giai-bong-da-nu-vo-dich-dong-nam-a-2022-189114.html,0.5137335658073425,đội_tuyển việt_nam bóng_đá,,
Q9,đội tuyển Việt Nam bóng đá,TF-IDF,2,62371,Trực tiếp bóng đá nữ Việt Nam vs Philippines - Bóng đá nữ Đông Nam Á 2022,Thể thao,vietnamnet.vn,https://vietnamnet.vn/truc-tiep-bong-da-nu-viet-nam-vs-nu-philippines-2040153.html,0.4087696075439453,đội_tuyển việt_nam bóng_đá,,
Q9,đội tuyển Việt Nam bóng đá,TF-IDF,3,100037,Các đội tuyển bóng đá Việt Nam nhận thêm tài trợ lớn,Thể thao,tienphong,https://tienphong.vn/cac-doi-tuyen-bong-da-viet-nam-nhan-them-tai-tro-lon-post1450946.tpo,0.3469657301902771,đội_tuyển việt_nam bóng_đá,,
Q9,đội tuyển Việt Nam bóng đá,TF-IDF,4,52959,HLV Mai Đức Chung làm việc với VFF về lực lượng tuyển nữ Việt Nam,Thể thao,thanhnien.vn,https://thanhnien.vn/hlv-mai-duc-chung-lam-viec-voi-vff-ve-luc-luong-tuyen-nu-viet-nam-post1479362.html,0.32811522483825684,đội_tuyển việt_nam bóng_đá,,
Q9,đội tuyển Việt Nam bóng đá,TF-IDF,5,150707,Tuyển nữ Thái Lan thay HLV để phục thù tuyển Việt Nam,Thể thao,thanhnien.vn,https://thanhnien.vn/tuyen-nu-thai-lan-thay-hlv-de-phuc-thu-tuyen-viet-nam-post1470201.html,0.3152034282684326,đội_tuyển việt_nam bóng_đá,,
Q9,đội tuyển Việt Nam bóng đá,TF-IDF,6,32533,HLV Mai Đức Chung gia hạn hợp đồng dẫn dắt ĐT nữ Việt Nam,,soha,https://soha.vn/hlv-mai-duc-chung-gia-han-hop-dong-dan-dat-dt-nu-viet-nam-20220722093525312.htm,0.3111862540245056,đội_tuyển việt_nam bóng_đá,,
Q9,đội tuyển Việt Nam bóng đá,TF-IDF,7,100089,SABECO tài trợ 3 đội tuyển bóng đá Việt Nam,Thể thao,anninhthudo,https://www.anninhthudo.vn/sabeco-tai-tro-3-doi-tuyen-bong-da-viet-nam-post509601.antd,0.30930179357528687,đội_tuyển việt_nam bóng_đá,,
Q9,đội tuyển Việt Nam bóng đá,TF-IDF,8,145638,"Bóng đá Trung Quốc lo sợ bị Việt Nam, Thái Lan 'vượt mặt' tại World Cup 2026",None,soha,https://soha.vn/bong-da-trung-quoc-lo-so-bi-viet-nam-thai-lan-vuot-mat-tai-world-cup-2026-20220621193903126.htm,0.30861812829971313,đội_tuyển việt_nam bóng_đá,,
Q9,đội tuyển Việt Nam bóng đá,TF-IDF,9,100695,Bóng đá Việt Nam tiếp tục nhận được tài trợ lớn,Thể thao,tuoitre.vn,https://tuoitre.vn/bong-da-viet-nam-tiep-tuc-nhan-duoc-tai-tro-lon-20220704160855661.htm,0.3080504238605499,đội_tuyển việt_nam bóng_đá,,
Q9,đội tuyển Việt Nam bóng đá,TF-IDF,10,97887,Thêm nguồn lực cho bóng đá Việt Nam phát triển lớn mạnh,Thể thao,baoquocte,https://baoquocte.vn/them-nguon-luc-cho-bong-da-viet-nam-phat-trien-lon-manh-189589.html,0.2918086647987366,đội_tuyển việt_nam bóng_đá,,
Q10,công nghệ trí tuệ nhân tạo,TF-IDF,1,109770,Thúc đẩy nghiên cứu và ứng dụng trí tuệ nhân tạo tại Việt Nam | VTV.VN,,vtv.vn,https://vtv.vn/cong-nghe/thuc-day-nghien-cuu-va-ung-dung-tri-tue-nhan-tao-tai-viet-nam-20220701222903859.htm,0.2988545894622803,công_nghệ_trí_tuệ nhân_tạo,,
Q10,công nghệ trí tuệ nhân tạo,TF-IDF,2,24483,Tin tặc sử dụng AI để phạm tội như thế nào?,Công nghệ,laodong,https://laodong.vn/cong-nghe/tin-tac-su-dung-ai-de-pham-toi-nhu-the-nao-1072605.ldo,0.24848368763923645,công_nghệ_trí_tuệ nhân_tạo,,
Q10,công nghệ trí tuệ nhân tạo,TF-IDF,3,125313,Thử nghiệm trí thông minh nhân tạo giám sát người bệnh - Video đã phát trên VTV | VTV.VN,,vtv.vn,https://vtv.vn/video/thu-nghiem-tri-thong-minh-nhan-tao-giam-sat-nguoi-benh-566409.htm,0.24111822247505188,công_nghệ_trí_tuệ nhân_tạo,,
Q10,công nghệ trí tuệ nhân tạo,TF-IDF,4,93518,Giải bình chọn sản phẩm Trí tuệ nhân tạo 2022 nhận hồ sơ,Khoa học,vnexpress,https://vnexpress.net/giai-binh-chon-san-pham-tri-tue-nhan-tao-2022-nhan-ho-so-4484063.html,0.23104417324066162,công_nghệ_trí_tuệ nhân_tạo,,
Q10,công nghệ trí tuệ nhân tạo,TF-IDF,5,127519,Video: Trí tuệ nhân tạo chỉ mất một giây để làm xong bài thơ theo yêu cầu - Tuổi Trẻ Video Online,None,tuoitre.vn,https://tv.tuoitre.vn/video-kinh-ngac-khi-tri-tue-nhan-tao-co-the-lam-tho-chi-trong-1-giay-121027.htm,0.2260301411151886,công_nghệ_trí_tuệ nhân_tạo,,
Q10,công nghệ trí tuệ nhân tạo,TF-IDF,6,101828,NVIDIA chọn Viettel là đối tác chiến lược trí tuệ nhân tạo đầu tiên ở Việt Nam,,danviet,https://danviet.vn/nvidia-chon-viettel-la-doi-tac-chien-luoc-tri-tue-nhan-tao-dau-tien-o-viet-nam-20220704110952405.htm,0.21431542932987213,công_nghệ_trí_tuệ nhân_tạo,,
Q10,công nghệ trí tuệ nhân tạo,TF-IDF,7,18642,Cảnh báo tin tặc sử dụng công nghệ trí tuệ nhân tạo sẽ còn tiếp diễn,,laodong,https://laodong.vn/cong-nghe/canh-bao-tin-tac-su-dung-cong-nghe-tri-tue-nhan-tao-se-con-tiep-dien-1073147.ldo,0.19913223385810852,công_nghệ_trí_tuệ nhân_tạo,,
Q10,công nghệ trí tuệ nhân tạo,TF-IDF,8,21405,Học sinh TP Hồ Chí Minh trải nghiệm môn học trí tuệ nhân tạo - Video đã phát trên VTV | VTV.VN,,vtv.vn,https://vtv.vn/video/hoc-sinh-tp-ho-chi-minh-trai-nghiem-mon-hoc-tri-tue-nhan-tao-570847.htm,0.19792309403419495,công_nghệ_trí_tuệ nhân_tạo,,
Q10,công nghệ trí tuệ nhân tạo,TF-IDF,9,75603,Tăng tỉ lệ thành công của CV nhờ bộ 3 công cụ từ JobsGO - Tuổi Trẻ Online,Cần biết,tuoitre.vn,https://tuoitre.vn/tang-ti-le-thanh-cong-cua-cv-nho-bo-3-cong-cu-tu-jobsgo-20220712112642666.htm,0.18249601125717163,công_nghệ_trí_tuệ nhân_tạo,,
Q10,công nghệ trí tuệ nhân tạo,TF-IDF,10,112309,NVIDIA chọn Viettel là đối tác chiến lược trí tuệ nhân tạo đầu tiên ở Việt Nam,Kinh doanh,dantri,https://dantri.com.vn/kinh-doanh/nvidia-chon-viettel-la-doi-tac-chien-luoc-tri-tue-nhan-tao-dau-tien-o-viet-nam-20220701103117514.htm,0.1744164228439331,công_nghệ_trí_tuệ nhân_tạo,,
Q1,cầu thủ Quang Hải,TF-IDF + Rocchio Feedback,1,110541,Cận cảnh buổi tập thứ 2 của Quang Hải: Đồng đội và CĐV gọi tên Quang Hải!,,vtv.vn,https://vtv.vn/bong-da-trong-nuoc/can-canh-buoi-tap-thu-2-cua-quang-hai-dong-doi-va-cdv-goi-ten-quang-hai-202207011750449.htm,0.5175617337226868,cầu_thủ quang_hải,,
Q1,cầu thủ Quang Hải,TF-IDF + Rocchio Feedback,2,144421,Điểm tin 22/6: HLV của đội Ligue 2 thừa nhận không biết Quang Hải là ai,None,bongdaplus,https://bongdaplus.vn/video/diem-tin-22-6-hlv-cua-doi-ligue-2-thua-nhan-khong-biet-quang-hai-la-ai-713712206.html,0.5123743414878845,cầu_thủ quang_hải,,
Q1,cầu thủ Quang Hải,TF-IDF + Rocchio Feedback,3,65149,"Cầu thủ Việt kiều Pháp gia nhập Ligue 2, chuẩn bị so tài cùng Quang Hải là ai?",,bongdaplus,https://bongdaplus.vn/video/cau-thu-viet-kieu-phap-gia-nhap-ligue-2-chuan-bi-so-tai-cung-quang-hai-la-ai-716412207.html,0.5057085752487183,cầu_thủ quang_hải,,
Q1,cầu thủ Quang Hải,TF-IDF + Rocchio Feedback,4,107545,"Sự kiện Quang Hải sang thi đấu tại Pháp khiến truyền thông nước ngoài ""nổi sóng""",Clip Eva,eva.vn,https://eva.vn/clip-eva/su-kien-quang-hai-sang-thi-dau-tai-phap-khien-truyen-thong-nuoc-ngoai-noi-song-c157a523355.html,0.46261924505233765,cầu_thủ quang_hải,,
Q1,cầu thủ Quang Hải,TF-IDF + Rocchio Feedback,5,148844,Cầu thủ Quang Hải bị va chạm giao thông trên đường Hà Nội,Xã hội,dantri,https://dantri.com.vn/xa-hoi/cau-thu-quang-hai-bi-va-cham-giao-thong-tren-duong-ha-noi-20220620183909330.htm,0.4597816467285156,cầu_thủ quang_hải,,
Q1,cầu thủ Quang Hải,TF-IDF + Rocchio Feedback,6,148743,Thực hư thông tin cầu thủ Quang Hải bị CSGT dừng xe do vượt đèn đỏ,None,soha,https://soha.vn/thuc-hu-thong-tin-cau-thu-quang-hai-bi-csgt-dung-xe-do-vuot-den-do-20220620185836054.htm,0.42103078961372375,cầu_thủ quang_hải,,
Q1,cầu thủ Quang Hải,TF-IDF + Rocchio Feedback,7,149116,Cầu thủ Quang Hải bị CSGT dừng xe Mercedes vì va chạm ôtô,Trong nước,nld,https://nld.com.vn/thoi-su/cau-thu-quang-hai-bi-csgt-dung-xe-mercedes-vi-va-cham-oto-20220620164719946.htm,0.3876684010028839,cầu_thủ quang_hải,,
Q1,cầu thủ Quang Hải,TF-IDF + Rocchio Feedback,8,120012,Quang Hải chuẩn bị kiểm tra y tế ở CLB Pau,Thể thao,zingnews,https://zingnews.vn/quang-hai-chuan-bi-kiem-tra-y-te-o-clb-pau-post1330820.html,0.38300713896751404,cầu_thủ quang_hải,,
Q1,cầu thủ Quang Hải,TF-IDF + Rocchio Feedback,9,149958,CĐV Đông Nam Á phản ứng ra sao khi Quang Hải sắp sang Pháp chơi bóng,None,bongdaplus,https://bongdaplus.vn/video/cdv-dong-nam-a-phan-ung-ra-sao-khi-quang-hai-sap-sang-phap-choi-bong-713482206.html,0.3828832805156708,cầu_thủ quang_hải,,
Q1,cầu thủ Quang Hải,TF-IDF + Rocchio Feedback,10,148953,Thực hư thông tin cầu thủ Quang Hải vượt đèn đỏ bị CSGT xử lý,Thời sự,thanhnien.vn,https://thanhnien.vn/thuc-hu-thong-tin-cau-thu-quang-hai-vuot-den-do-bi-csgt-xu-ly-post1470410.html,0.37548479437828064,cầu_thủ quang_hải,,
Q2,giá xăng tăng,TF-IDF + Rocchio Feedback,1,37029,"Giá xăng giảm sâu, nhiều người trông giá hàng hóa giảm theo",Video,thanhnien.vn,https://thanhnien.vn/gia-xang-giam-sau-nhieu-nguoi-trong-gia-hang-hoa-giam-theo-post1480617.html,0.6578447222709656,giá xăng tăng,,
Q2,giá xăng tăng,TF-IDF + Rocchio Feedback,2,38975,"Giá xăng vừa giảm mạnh, người dân mang cả bình 19 lít đi mua xăng",,laodong,https://laodong.vn/photo/gia-xang-vua-giam-manh-nguoi-dan-mang-ca-binh-19-lit-di-mua-xang-1070979.ldo,0.6239057183265686,giá xăng tăng,,
Q2,giá xăng tăng,TF-IDF + Rocchio Feedback,3,14830,Giá xăng đã giảm 3 lần liền tiếp còn hàng hóa thì chưa,,zingnews,https://zingnews.vn/video-gia-xang-da-giam-3-lan-lien-tiep-con-hang-hoa-thi-chua-post1339836.html,0.6199315786361694,giá xăng tăng,,
Q2,giá xăng tăng,TF-IDF + Rocchio Feedback,4,78653,Giá xăng giảm mạnh: Người dân xếp hàng gần nửa tiếng mới đổ được xăng,,laodong,https://laodong.vn/photo/gia-xang-giam-manh-nguoi-dan-xep-hang-gan-nua-tieng-moi-do-duoc-xang-1066778.ldo,0.6154381036758423,giá xăng tăng,,
Q2,giá xăng tăng,TF-IDF + Rocchio Feedback,5,8709,"Giá xăng giảm liên tục giá cả vẫn tăng cao, hàng ở chợ đắt hơn siêu thị",Kinh Doanh,vietnamnet.vn,https://vietnamnet.vn/gia-xang-giam-lien-tuc-gia-ca-van-tang-cao-hang-o-cho-dat-hon-sieu-thi-2044078.html,0.564258873462677,giá xăng tăng,,
Q2,giá xăng tăng,TF-IDF + Rocchio Feedback,6,18246,Lý giải nguyên nhân giá xăng giảm nhưng giá hàng hóa vẫn neo cao,,danviet,https://danviet.vn/ly-giai-nguyen-nhan-gia-xang-giam-nhung-gia-hang-hoa-van-neo-cao-20220727072159555.htm,0.5100435018539429,giá xăng tăng,,
Q2,giá xăng tăng,TF-IDF + Rocchio Feedback,7,74273,"Giá xăng giảm, người dân và doanh nghiệp phấn khởi - Video đã phát trên VTV | VTV.VN",,vtv.vn,https://vtv.vn/video/gia-xang-giam-nguoi-dan-va-doanh-nghiep-phan-khoi-568714.htm,0.498526394367218,giá xăng tăng,,
Q2,giá xăng tăng,TF-IDF + Rocchio Feedback,8,38687,"Giá xăng giảm sâu 3.600 đồng, xuống mức 25.000 đồng/lít",Thời sự,danviet,https://danviet.vn/gia-xang-giam-sau-3600-dong-xuong-muc-25000-dong-lit-20220721173711592.htm,0.4810294806957245,giá xăng tăng,,
Q2,giá xăng tăng,TF-IDF + Rocchio Feedback,9,71684,Tài xế xe công nghệ: Giá xăng giảm tiết kiệm được 100.000 đồng/ngày,,zingnews,https://zingnews.vn/video-tai-xe-xe-cong-nghe-gia-xang-giam-tiet-kiem-duoc-100000-dongngay-post1335333.html,0.47957879304885864,giá xăng tăng,,
Q2,giá xăng tăng,TF-IDF + Rocchio Feedback,10,1684,Video: Giá xăng có thể giảm thêm trong kỳ điều chỉnh vào ngày 1-8 - Tuổi Trẻ Video Online,,tuoitre.vn,https://tv.tuoitre.vn/video-gia-xang-co-the-giam-trong-ky-dieu-chinh-ngay-1-8-130630.htm,0.45349425077438354,giá xăng tăng,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF + Rocchio Feedback,1,148924,Thống kê: Chứng khoán Việt có xu hướng giảm mạnh hơn hẳn vào thứ hai đầu tuần?,Kinh doanh,cafebiz,https://cafebiz.vn/thong-ke-chung-khoan-viet-co-xu-huong-giam-manh-hon-han-vao-thu-hai-dau-tuan-20220620164739024.chn,0.46005526185035706,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF + Rocchio Feedback,2,98074,Kế hoạch nâng hạng thị trường chứng khoán có khả thi không?,,baochinhphu,https://baochinhphu.vn/ke-hoach-nang-hang-thi-truong-chung-khoan-co-kha-thi-khong-119220705082213142.htm,0.4205370247364044,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF + Rocchio Feedback,3,153381,Có nên gia nhập thị trường chứng khoán lúc này? - VnExpress Kinh doanh,None,vnexpress,https://vnexpress.net/co-nen-gia-nhap-thi-truong-chung-khoan-luc-nay-4475331.html,0.42043304443359375,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF + Rocchio Feedback,4,25056,Các thị trường chứng khoán châu Á mất đà trong phiên sáng 25/7,,thethaovanhoa,https://thethaovanhoa.vn/ban-can-biet/cac-thi-truong-chung-khoan-chau-a-mat-da-trong-phien-sang-25-7-n20220725115423920.htm,0.41384944319725037,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF + Rocchio Feedback,5,87432,"Đẩy mạnh giám sát thị trường chứng khoán, đảm bảo kỷ cương, minh bạch | VTV.VN",,vtv.vn,https://vtv.vn/kinh-te/day-manh-giam-sat-thi-truong-chung-khoan-dam-bao-ky-cuong-minh-bach-20220707193440954.htm,0.40726739168167114,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF + Rocchio Feedback,6,144481,Khối ngoại đẩy mạnh mua ròng khi chứng khoán giảm,Kinh tế,vtv.vn,https://vtv.vn/kinh-te/khoi-ngoai-day-manh-mua-rong-khi-chung-khoan-giam-20220622100634132.htm,0.3227662146091461,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF + Rocchio Feedback,7,105385,Nghịch lý tài khoản chứng khoán tăng kỷ lục nhưng thanh khoản thị trường xuống vùng đáy,Kinh doanh,anninhthudo,https://www.anninhthudo.vn/nghich-ly-tai-khoan-chung-khoan-tang-ky-luc-nhung-thanh-khoan-thi-truong-xuong-vung-day-post509468.antd,0.32007288932800293,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF + Rocchio Feedback,8,118099,Nhiều giải pháp để thị trường chứng khoán bền vững,Kinh tế,tienphong,https://tienphong.vn/nhieu-giai-phap-de-thi-truong-chung-khoan-ben-vung-post1449766.tpo,0.3125915825366974,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF + Rocchio Feedback,9,98706,Hé lộ thời điểm thị trường chứng khoán Việt bước sang trang mới,Kinh doanh,dantri,https://dantri.com.vn/kinh-doanh/he-lo-thoi-diem-thi-truong-chung-khoan-viet-buoc-sang-trang-moi-20220705001857616.htm,0.3106306791305542,thị_trường_chứng_khoán giảm điểm,,
Q3,thị trường chứng khoán giảm điểm,TF-IDF + Rocchio Feedback,10,82380,Chứng khoán: GDP và kết quả kinh doanh quý 2 có kích được VN-Index?,,laodong,https://laodong.vn/kinh-doanh/chung-khoan-gdp-va-ket-qua-kinh-doanh-quy-2-co-kich-duoc-vn-index-1066347.ldo,0.3032199442386627,thị_trường_chứng_khoán giảm điểm,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF + Rocchio Feedback,1,97265,[INFOGRAPHIC] Lịch thi tốt nghiệp Trung học Phổ thông năm 2022,,vtv.vn,https://vtv.vn/giao-duc/infographic-lich-thi-tot-nghiep-trung-hoc-pho-thong-nam-2022-20220705100748625.htm,0.590897262096405,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF + Rocchio Feedback,2,40662,Khi nào công bố điểm thi tốt nghiệp Trung học phổ thông 2022?,Giáo dục - Khoa học,qdnd.vn,https://www.qdnd.vn/giao-duc-khoa-hoc/tin-tuc/khi-nao-cong-bo-diem-thi-tot-nghiep-trung-hoc-pho-thong-2022-700474,0.5809513926506042,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF + Rocchio Feedback,3,8718,"Kiên Giang: Tỉ lệ đỗ tốt nghiệp năm 2022 tăng, 31 đơn vị đạt tỉ lệ 100%",,laodong,https://laodong.vn/giao-duc/kien-giang-ti-le-do-tot-nghiep-nam-2022-tang-31-don-vi-dat-ti-le-100-1074352.ldo,0.5604497790336609,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF + Rocchio Feedback,4,16078,Hà Nội: Các trường có điểm trung bình môn cao nhất kỳ thi tốt nghiệp THPT năm 2022,Giáo dục - Khoa học,qdnd.vn,https://www.qdnd.vn/giao-duc-khoa-hoc/tin-tuc/ha-noi-cac-truong-co-diem-trung-binh-mon-cao-nhat-ky-thi-tot-nghiep-thpt-nam-2022-701065,0.5473095774650574,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF + Rocchio Feedback,5,167694,146 học sinh lớp 12 được miễn thi tốt nghiệp THPT năm 2022,None,24h.com.vn,https://www.24h.com.vn/giao-duc-du-hoc/146-hoc-sinh-lop-12-duoc-mien-thi-tot-nghiep-thpt-nam-2022-c216a1366654.html,0.5426599979400635,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF + Rocchio Feedback,6,17063,Những trường THPT nào ở Hà Nội có điểm trung bình môn cao nhất kỳ thi tốt nghiệp?,,24h.com.vn,https://www.24h.com.vn/giao-duc-du-hoc/nhung-truong-thpt-nao-o-ha-noi-co-diem-trung-binh-mon-cao-nhat-ky-thi-tot-nghiep-c216a1381473.html,0.473855197429657,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF + Rocchio Feedback,7,58517,Công bố đáp án các môn thi trắc nghiệm của kỳ thi tốt nghiệp trung học phổ thông năm 2022,Giáo dục - Khoa học,qdnd.vn,https://www.qdnd.vn/giao-duc-khoa-hoc/tin-tuc/cong-bo-dap-an-cac-mon-thi-trac-nghiem-cua-ky-thi-tot-nghiep-trung-hoc-pho-thong-nam-2022-700048,0.4707149863243103,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF + Rocchio Feedback,8,93960,Hơn 1 triệu thí sinh làm thủ tục dự thi tốt nghiệp trung học phổ thông năm 2022,Giáo dục - Khoa học,qdnd.vn,https://www.qdnd.vn/giao-duc-khoa-hoc/tin-tuc/hon-1-trieu-thi-sinh-lam-thu-tuc-du-thi-tot-nghiep-trung-hoc-pho-thong-nam-2022-699102,0.4586160480976105,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF + Rocchio Feedback,9,43705,"Đăng ký xét tuyển vào đại học, cao đẳng: Không giới hạn số lượng nguyện vọng",Giáo dục - Khoa học,qdnd.vn,https://www.qdnd.vn/giao-duc-khoa-hoc/tin-tuc/dang-ky-xet-tuyen-vao-dai-hoc-cao-dang-khong-gioi-han-so-luong-nguyen-vong-700385,0.43782174587249756,thi tốt_nghiệp trung_học_phổ_thông,,
Q4,thi tốt nghiệp trung học phổ thông,TF-IDF + Rocchio Feedback,10,61850,Kỳ thi tốt nghiệp Trung học Phổ thông năm 2022: Công bố đáp án các môn thi trắc nghiệm,,thethaovanhoa,https://thethaovanhoa.vn/tin-tuc-24h/ky-thi-tot-nghiep-trung-hoc-pho-thong-nam-2022-cong-bo-dap-an-cac-mon-thi-trac-nghiem-n20220715191527864.htm,0.43566787242889404,thi tốt_nghiệp trung_học_phổ_thông,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF + Rocchio Feedback,1,146136,Tai nạn giao thông nghiêm trọng khiến 2 người tử vong,Xã hội,laodong,https://laodong.vn/xa-hoi/tai-nan-giao-thong-nghiem-trong-khien-2-nguoi-tu-vong-1059000.ldo,0.5184434652328491,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF + Rocchio Feedback,2,57750,Nóng 24h: Minh oan cho cô gái bị kiện vì cứu người tai nạn giao thông,,vov.vn,https://vov.vn/phap-luat/nong-24h-minh-oan-cho-co-gai-bi-kien-vi-cuu-nguoi-tai-nan-giao-thong-post957209.vov,0.5126477479934692,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF + Rocchio Feedback,3,98906,Campuchia mất gần 3% GDP mỗi năm do tai nạn giao thông,THẾ GIỚI,vov.vn,https://vov.vn/the-gioi/campuchia-mat-gan-3-gdp-moi-nam-do-tai-nan-giao-thong-post954583.vov,0.4630628228187561,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF + Rocchio Feedback,4,131469,"Tai nạn đặc biệt nghiêm trọng, 2 người đi xe máy tử vong tại chỗ",Trong nước,nld,https://nld.com.vn/thoi-su/tai-nan-dac-biet-nghiem-trong-2-nguoi-di-xe-may-tu-vong-tai-cho-20220626113718556.htm,0.45971500873565674,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF + Rocchio Feedback,5,131426,"Tai nạn đặc biệt nghiêm trọng, 2 người đi xe máy tử vong tại chỗ",Tin tức trong ngày,24h.com.vn,https://www.24h.com.vn/tin-tuc-trong-ngay/tai-nan-dac-biet-nghiem-trong-2-nguoi-di-xe-may-tu-vong-tai-cho-c46a1372156.html,0.45253893733024597,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF + Rocchio Feedback,6,41337,Cao Bằng: Gia tăng bệnh nhân nhập viện do tai nạn giao thông | VTV.VN,,vtv.vn,https://vtv.vn/suc-khoe/cao-bang-gia-tang-benh-nhan-nhap-vien-do-tai-nan-giao-thong-20220721082212408.htm,0.4511469602584839,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF + Rocchio Feedback,7,116431,Lạng Sơn: Bệnh nhân nhập viện do tai nạn giao thông tăng đột biến | VTV.VN,,vtv.vn,https://vtv.vn/suc-khoe/lang-son-benh-nhan-nhap-vien-do-tai-nan-giao-thong-tang-dot-bien-20220630115802664.htm,0.3944006562232971,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF + Rocchio Feedback,8,164043,"Tai nạn xe khách nghiêm trọng ở Ninh Bình, 4 người chết, nhiều người bị thương",Thời sự,thanhnien.vn,https://thanhnien.vn/tai-nan-xe-khach-nghiem-trong-o-ninh-binh-4-nguoi-chet-nhieu-nguoi-bi-thuong-post1468425.html,0.37048327922821045,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF + Rocchio Feedback,9,49658,"Tai nạn giao thông nghiêm trọng tại Indonesia, ít nhất 11 người tử vong",THẾ GIỚI,vov.vn,https://vov.vn/the-gioi/tai-nan-giao-thong-nghiem-trong-tai-indonesia-it-nhat-11-nguoi-tu-vong-post957618.vov,0.36016854643821716,tai_nạn giao_thông nghiêm_trọng,,
Q5,tai nạn giao thông nghiêm trọng,TF-IDF + Rocchio Feedback,10,129759,Hà Nội: Khẩn trương điều tra nguyên nhân vụ TNGT khiến 2 người đi xe máy tử vong | VTV.VN,Xã hội,vtv.vn,https://vtv.vn/xa-hoi/ha-noi-khan-truong-dieu-tra-nguyen-nhan-vu-tngt-khien-2-nguoi-di-xe-may-tu-vong-20220626225418981.htm,0.35570859909057617,tai_nạn giao_thông nghiêm_trọng,,
Q6,bão lũ miền Trung,TF-IDF + Rocchio Feedback,1,167226,"Thời tiết cuối tuần: Miền Bắc giảm mưa, miền Trung nắng nóng kéo dài",Tin tức trong ngày,24h.com.vn,https://www.24h.com.vn/tin-tuc-trong-ngay/thoi-tiet-cuoi-tuan-mien-bac-giam-mua-mien-trung-nang-nong-keo-dai-c46a1367282.html,0.5604282021522522,bão lũ miền trung,,
